title,장수,repetition_ratio,기본점수,cliche_score,keywords
금관의예수-김지하,6,0.933,59.92,78.59,절망 신앙 냉담 태도 갈등 구원 갈망 노래 거리 고통 권유 장면 가난 겨울 한국 음울 수녀 불편 신부 관심 무대 방문 비판 불구 교회 정치 개입 도덕 문제 논의 만남 거부 인식 사람 정의 평화 위원회 해결책 마련 소극 임원 신앙심 의심 어리다 연민 열등감 욕망 공유 신분 차이 한쪽 예수교 현실 절감 반응 부유 꿈꾸다 예수 종교인 모순 설교 구걸 공사 헌금 사회 죄악 동전 꺼내다 권력 평등 체포 위기 고백 분노 표출 세월 멘트 눈물 괴리감 나다 백성 권위자 감시 발견
세일즈맨의죽음,18,0.961,59.35,78.57,벗어나다 불안 심리 가족 긴장 갈등 아들 자립 뉴욕 본사 취업 모색 결심 희망 살다 권유 과거 운전 인구 과잉 변화 기회 직장 인간관계 성공 꿈꾸다 경쟁심 내면 경제 어려움 도전 주인공 미래 서부 학교 운동 사이 도시 방문 미국 여행 계획 긴장감 형성 사람 친절 체험 시장 만나다 공부 여름 일상 생활비 자존감 소외감 느끼다 긍정 감정 경험 태도 인하 동료 비교 비웃음 당하다 사회 우수 애정 관계 겪다 자녀 고조 남자 문제 행동 성격 유지 발생 양측 상대 자존심
오이디푸스왕,11,0.945,59.65,78.56,왕국 위기 직면 왕비 깊다 인물 운명 예언자 다가오다 불행 고조 왕궁 재난 대비 긴장감 갈등 바이오 처벌 암시 재앙 시민 파멸 이끌다 죄악 도둑 도시 극복 원인 해결책 죽음 확산 명령 살인범 도움 요청 살해범 책임 짊어지다 진실 국가 의무 고통 겪다 자수 예언 권력 다툼 나라 배신자 비참 살해 정체 구하다 충성 비밀 출생 분노 혼란 과거 죽다 중재자 등장 관련 공방 이어지다 신뢰 문제 신성 맹세 강조 음모 고발 요구 분쟁 중단
몰리에르-수전노,10,0.95,59.56,78.56,가족 사회 반대 깊다 사랑 헌신 연인 도망가다 결심 자유 지키다 남매 사람 대하다 부모 엄격 인색 정당 남자 냉정 불안 두려움 비밀 주장 상대방 의심 신뢰 붕괴 억울 사다 인물 스파이 도둑 감추다 감정 피해 자녀 아버지 재산 갈등 심화 결혼 부유 중년 거부 문제 직면 여성 배필 고려 긍정 반응 안전 숨다 정직 정원 강행 파혼 계획 권한 부여 감탄 예언자 비유 젊음 가문 명예 지혜 정조 가치 존중 방안 혼란 겪다 대출금 배신감 탐욕 불리 고리대금업자 경쟁자 숨기다 높다 복잡 확인 과정
window,4,0.9,60.5,78.5,감정 격렬 충돌 슬픔 교차 고통 절망 노력 과거 상처 문제 직면 희망 변화 가능 연못가 사랑 모색 집주인 갈등 악화 성당 마음 사이 긴장 흐르다 결혼 축하 일어나다 소원 의미 한쪽 방식 해석 상실 현실 따다 생각 갈망 표현 가족 어둠 정신 병원 소외 자유 불안 감돌다 인식 자물쇠 기도 겪다 과정 불빛 아래 머리 오토바이 사고
들개-이외수,5,0.9,60.49,78.49,발견 계기 대화 만나다 여자 공통점 친밀감 언어 고정 관념 남자 노트 접근 거절 술자리 게임 깨다 표현법 일상 외로움 기력 절망 빠지다 과거 사랑 희망 대립 심화 주인공 고통 인간관계 경험 비밀 감각 의욕 잃다 기억 자존심 사이 건물 야성 추구 도시 문명 창작 어려움 의미 예술 제약 단절 험준 불안 건강 악화 재료 교신 굶주리다 외부 시작 변화 일어나다 고립 갈등 쓰다 결심 세계 완성 경제 허무 깊다 슬픔 신체 긴장 감정 충돌 겪다 시력 혼자 작업 그림 발생 모색 가뭄
이근삼_국물있사옵니다,6,0.9,60.48,78.48,외로움 느끼다 여성 이웃 어색 대화 주인공 혼자 영화 사장 분노 직원 인간관계 가능 경험 교회 나가다 체감 아파트 술집 싸움 사건 교류 시작 소통 관리인 지속 괴롭힘 출근 의심 옆방 회사 스파이 활동 폭력 구금 직장 임시 취직 행동 관찰 불안 기력 기대 형성 형제 한계 가족 예산 참석 친구 관계 본질 논의 경제 어려움 취업 관람 계기 비용 마련 초대장 결혼 계획 겹치다 며느리 비서 문제 갈등 일어나다 과거 자살 시도 태도 결정 부담 구하다 신체 사이즈 논쟁 다툼 심화 상사 적절 충격 격화 금전 대립 교감 위안 치르다 탱크 이어지다 협박 감시 이혼 야망 키우다
기도,3,0.867,61.11,78.44,어려움 직면 천국 기적 대하다 믿음 지옥 성서 바탕 순수 결심 희망 현실 한계 복잡 개념 고민 갈등 신성 겸손 희생 고통 주변 살다 깨달음 이익 타인 행복 단순 쾌락 선물 바치다 아들 보잘것 없다 환경 사람 십자가 선량 임금 죽다 부활 가운데 친절 부정 원칙 도둑 사기 나쁘다 변화 지루 의미 회의
돌아서서_떠나라-이만희,8,0.938,59.67,78.42,작별 인사 나누다 그리움 격려 가운데 마지막 예식 천주교 감정 갈등 교차 사람 떠나다 결심 세례명 확인 종교 존재 과거 의미 휴머니즘 법정 선고 장면 상처 솔직 관계 회복 가능 가족 죽음 맡다 심리 고통 고백 가정 환경 겪다 냉랭 소통 부재 괴롭히다 공격 케이지 갇히다 조직 폭력 열악 주인공 언론 오해 고립 심정 우정 쌓다 농장 문제 계획 가난 외로움 내면 아버지 책임 태도 인간관계 벗어나다 건달 생활 선택 부각 안정 사랑 배신감 균열 탐색 참을성 성격 자각 공유 미묘 추억
사운드오브뮤직.리차드_로저스hwp,14,0.964,59.1,78.39,갈등 형성 이야기 인물 심리 변화 오스트리아 배경 중심 사건 이끌다 전개 장소 관계 환경 맞물리다 긴장감 트라프 시간 흐르다 수녀 마리아 실종 사이 찾다 목소리 행방 파악 수녀원 불안 혼란 공책 확인 종소리 기도 규율 명령 교훈 전하다 대면 결정 청원 원장 노래 허락 일부 가다 태도 내부 교사 불만 도착 대령 집사 대화 과거 반응 체류 기간 예정 고조 호루라기 신호 나누다 가정 거실 방문 계획 점검 복장 행동 군대식 훈련 만남 엄격 아이 옷차림 교육 즐거움 경험 호출 행진
[뮤지컬]_지하철1호선,8,0.938,59.63,78.38,낯설다 서울역 광장 도착 주인공 새벽 취하 버스 지하철 반복 인신매매범 감시 기다리다 일상 좌절 경험 상자 사진 승객 관찰 불편 여성 기피 모습 갈등 적대감 팽배 높이 군인 제한 사랑 공간 머물다 소통 에이즈 골목 아픔 장면 약혼자 만나다 극복 가운데 부부 여학생 소매치기 소동 과거 폭력 나누다 행복 관계 대하 대화 사회 소외 개인 시선 현실 어렵다 아이 사이 불화 신뢰 붕괴 잃다 가정 긴장감 고조 범죄 고백 회개 희망 결국 잡상인 생활 용품 판매 지망 할머니 자부심 외로움 토로 힘들다 매니저 역할 문제 격화 가치 약물 투여 제안 가능 설득 노래 긍정 태도
로미오와_줄리엣,11,0.945,59.46,78.37,강하다 호감 만나다 상황 복잡 갈등 국면 사랑 알다 중재 얽히다 깊다 긴장 베로나 달하다 와중 격화 우울 산책 비밀 슬픔 영주 경고 충돌 반복 가능 양측 친척 하인 무력 원인 여자 존재 결혼 관심 거부 맹세 청혼 문제 절망 내면 원수 집안 의사 불청객 등장 고통 씨앗 뿌리다 사이 확인 밤새 사람 결혼식 신부 과거 남자 괴로움 아침 자연 위험 서약 로미오 비꼬다 아가씨 우려 드러내다 대화 만찬 초대 계획 알리다 유모 시작 신뢰 성당 기다리다
[연극]_물고기들의_축제,13,0.969,58.91,78.3,가족 깊다 슬픔 죽음 사망 긴장감 증폭 빠지다 대화 어머니 충격 상실감 소통 관계 복잡 드러나다 장례식 장소 학교 겪다 괴롭히다 숨기다 고통 과거 의견 충돌 파손 임신 인하 부모 불화 침묵 분노 무력감 느끼다 소외 동생 돌아오다 알리 경제 갈등 버스 혼란 생활 심화 준비 고민 중독 안정 암시 어려움 음식 문제 아버지 도박 날씨 남자 묘사 고독 분위기 상점가 외로움 상점 주인 의식 살피다 주변 사람 과일 가게 수박 들다
검찰관_고골리,3,0.833,61.61,78.28,긴장감 형성 읍내 성격 사회 역할 지방 관리 가족 유지 영향력 주변 인물 갈등 절정 작용 복잡 권력 구조 권위 부패 허영심 마지막 장면 감찰관 드러 관청 사전 차단 긴박 터어키 전쟁 가능 책임자 문제 병원 방문 대비 자선 행동 교원 자유주의 재판소 관할 시설 우편물 검열 강화 정비 청결 학대 주민 분노 거부 심화 존경 두려움 반발 감옥 학교 변화 음식 서비스 공공 점검 과정 사고
해로가,4,0.875,60.76,78.26,여자 분장 고양이 마음 무시 감정 관계 단절 상처 갈등 깊다 어머니 죽음 노래 통하다 간접 소통 환경 미화원 분노 비판 환경미화원 태도 쓰레기 더미 소주 인간 대하다 긴장감 고조 위협 가족 폭력 희생 부상 방치 심화 사람 책임 요구 누나 고통 외다 고백 두려움 혼란 순위 불구자 체포 주인공 맨홀 이야기 기억 미스터리 존재 대화 상실 과거 사랑 충격 비밀 희망 변화 도서관 입장 붕어빵 구매 중요
추락하는_것은_날개가_있다구,3,0.867,60.92,78.25,신체 폭력 남자 사진 보다 협박 아파트 내부 과거 피해 여성 여자 도망치다 통제 저항 권력 통제력 과시 의식 잃다 창문 인신매매 깊다 분노 좌절감 문제 좌절 경험 코미디언 되다 학력 대치 갈등 긴장감 목소리 대화 아버지 전화 통화 남성 배신 공유 심리 굴욕 격렬 충돌 상처 돌보다 신뢰 회복 고통 무력 사람 사랑
고구려_부르스,4,0.9,60.24,78.24,권력 장악 인식 귀족 충돌 심화 전쟁 내전 위기 병권 통합 내부 갈등 분열 역사 배경 후손 연합 문제 장기 부재 고통 대립 조국 혼란 두려움 고난 저항 포위 기대 나라 운명 싸우다 희망 일부 항복 마지막 배신 형제 별빛 혜성 미래 군사 몰락 상기 가운데 독립 지키다 부족 이탈 과거 죄책감 성벽 붕괴 식량 들다 긴장 당군 공격 천자 대하다 충성 잃다 백성 다툼 혼령 멸망 예고 격화 하늘 사라지다 민심 극심하다 생존자 신라 신궁 불타 재단
파수꾼.이강백hwp,3,0.867,60.89,78.23,마을 경고 긴장 임무 무게 두려움 소년 파수 반복 실감 교대 실수 엎드리다 노인 내습 감시 발견 전설 존재 침착 양철북 공포 떨다 비극 주민 피하다 위협 이리 점검 격려 용기 배우 성장 외로움 불신 갈등 심화 동료 일부 망루 부재 과거 구름 밤새 경계 피로 인하 단결 질서 유지
몰리에르상상병환자,14,0.964,58.92,78.21,주인공 분노 좌절 감정 격하 돌보다 갈등 치료 과정 냉소 약제사 소통 단절 태도 고립감 효과 비용 빚다 사랑 대하다 의심 순응 청혼 결정 확신 젊다 애인 관계 가족 사회 기대 경험 결혼 신속 여성 만남 운명 긍정 기대다 교차 복잡 저항 문제 거부 깊다 아버지 계획 주변 인물 건강 악화 고통 시달리다 심리 위기 겪다 유서 신체 원인 타인 무례 행동 노력 회복 집중 보호 통하다 활용 권리 남편 관습법 채권자 아내 계모 재산 음모 한계 확인 작성 도움 구하다 신뢰 제3자 유언장
선인장_꽃___애이브_버러우스,25,0.972,58.77,78.21,깨어나다 여성 혼란 사랑 유부남 관계 겪다 반복 실망 키스 가스 중독 아파트 들어오다 인공호흡 잃다 이웃 자살 치과 의사 깊다 좌절감 소외감 통화 불안 편지 보내다 지원 의존 생활 죽음 알리 상황 과거 아버지 마음 전화 라디오 켜다 환자 관리 방침 간호원 예약 진료 향상 진료실 치료 우선순위 조율 일상 업무 모색 화려 연애 갈등 통하다 감정 사이 변화 결혼 의식 발생 주인공 인생 방향 거짓말 신뢰 쌓다 긴장 완화 걱정 위기 극복 주변 인물 선생 중요 떠나다 어려움 인하 선물 장미 신속 대응 어렵다
이근삼_꿈먹고_물마시고,17,0.959,59.03,78.2,취직 군대 경험 식품 회사 연구실 관계 형성 부정 집안 여성 빨래 커피 준비 남자 사이 미묘 감정 균형 노래 추다 일상 다르다 불안 감돌다 여자 만나다 공유 오묘 평화 과거 공동체 만들다 배려 공존 인간 공감 도움 사회 관념 차이 형무소 가족 친구 동료 걱정 사고 대신 책임 이민 내력 연결 면허 운전 심리 갈등 겪다 대문 나누다 복잡 혼란 드러내다 새벽 실험실 평범 대화 사라지다 의문 환상 공장 진자 늦다 도착 변화 분위기 신뢰 무너지다 해결 실마리 격하다 폭력 민주주의 용서 사건 발생 의심 생활 조사 위하다
꿈먹고_물_마시고,17,0.965,58.87,78.16,취직 남성 요리 집안 여성 동의 커피 준비 다음 식품 회사 연구실 내보내다 갈등 생활 빠르다 적응 사회 시선 과정 행복 만나다 불안 고통 현실 표현 사람 솔직 과거 미묘 균형 인정 평화 유지 가정부 역할 출근 수감 주인공 타인 도덕 책임감 분위기 조성 개인 어려움 거절 성격 반복 병원장 이민 심리 혼란 겪다 걱정 교차 사이 동료 기다리다 긴장 분실 신뢰 공장 실험실 대화 나누다 경제 돌아오다 언니 건강 챙기다 관계 어색 회복 감정 폭발 폭력 다툼 격렬 용서 구하다 사라지다 가족 달라지다 심화 출처 실태 조사
조광화_종로_고양이,10,0.93,59.56,78.16,고양이 늙다 크다 낙원동 거리 농악대 낙원 다방 주인 감정 반복 바뀌다 소식 과거 늦다 오후 동양화 기자 대화 일으키다 사이 중국 교포 한약재 조성 현재 번지 지역 사회 긴장감 갈등 폭력 사태 쇠퇴 파고다 공원 경찰 개입 합창 대회 제안 잃다 여성 강제 한쪽 상대 폭행 세계 끌어들이다 긴장 가운데 사업 권력 다툼 분노 복수 다짐 시작 사람 미국 양이 세력 영웅 존경 떠나다 현실 인간 변화 애착 깊다 가게 확장 영역 분위기 개인 이해관계 충돌 연인 이별 상처 주변 인물 어려움 관계 고조 모델 그림
계수나무그림자속의우화-이중기,1,0.8,62.11,78.11,가족 세대 차이 긴장 가정 연애 편견 드러내다 감정 숨다 입양 문제 지적 외국 선물 갈등 고조
산불,22,0.973,58.64,78.1,마을 갈등 변화 낡다 허름 산골 열악 생활 특성 주민 겪다 어려움 영향 지형 소백산맥 겨울 준비 부족 여성 가져오다 식량 나누다 문제 심하다 말다툼 불안 긴장감 공출 곡식 저녁 사람 협력 불신 분열 합의 극복 과거 반동 논란 비난 모으다 과정 압력 현실 어렵다 상처 가족사 긴장 시도 두려움 슬픔 억울 군인 감시 도착 죽음 떠올리다 비굴 태도 대응 수확물 점검 대한민국 시절 충성 촉구 일부 경고 협조 야간 경비 공동 견디다 공화국 통제 강화 명령 지역
이용찬_가족,10,0.94,59.3,78.1,가족 위기 심각 구성원 변화 경제 어려움 심화 생계 갈등 격화 외부 신뢰 배신 긴장 고조 시간 사망 허망 죽음 부부 허무 충격 희망 느끼다 사건 은폐 문제 악화 형사 조사 촉발 사이 잃어버리다 시계 생활 태도 늦다 운명 타이밍 이유 과거 깊다 인물 술집 직업 책임 귀가 걱정 부담 독립 고립감 자각 심리 직장 자립 계기 집안 권위 겪다 과중 주인공 반복 실패 아버지 반대 동생 나이 사회 배경 존재 정치 입후보 준비 공부 필요 제기 미국 영어 통역 회화 여성 참여 여동생 설득
김봉웅_뜨거운_바다,9,0.956,58.98,78.09,갈등 심화 형사 경찰 업무 태도 해변 발생 살인 사건 부실 보고서 인멸 가능 의심 사진 문제 지적 방식 발견 역할 세대 차이 수사 방향 혼선 의문 도덕 논쟁 불러일으키다 자백 요구 제기 피해자 사회 낙인 편견 시도 의견 충돌 고조 용의자 증거 적절 장소 수사관 범인 확정 혼란 해결 어려움 책임 빠지다 범죄 패턴 지속 심리 압박 부족 권력 투쟁 양상 혐의 드러나다 부인 주변 유죄 입증 인하 인물 긴장감 감정 의도 사람 변화 내면 사과 답변 복잡 과거 경험 환경 회상 확인 과정 관계
다섯_가지_동일한_시선,5,0.92,59.67,78.07,인생 어려움 계단 오르다 혼란 겪다 엘리베이터 아파트 현관 미래 앞뒤 움직이다 동작 행복 가능 되돌아보다 주식 시장 동향 막히다 인식 점진 성장 생활 지치 주인공 옥상 과거 무게 돌아가다 위험 감수 결혼 회사 권력 다툼 입사 동기 기회 조언 가족 타임머신 시제품 점검 후회 드러나다 갈등 만나다 부정 세대 관계 현실 어렵다 비난 재테크 사이 긴장 고조 붙다 파일 뭉치 실패 경험 결국 사람 투자 성공 태도 악화 긴장감 난간 추락 사고 교차 가운데 청소년 시간 흐름 운명 개입 살다 확인 트럭 덕분 목숨 변화 인간 모습 관련 불법 불안
창_달린_방,4,0.875,60.54,78.04,심하다 고통 절망 나누다 희망 연대 자살 시도 관계 긴장 대하다 사랑 연못가 회복 과정 어려움 공유 대화 발등 얹다 과거 감정 충돌 격화 집안 불안 극명 드러내다 긴장감 인물 사이 갈등 도난 상실감 환경 파편 부상 대립 냉혹 현실 강조 타인 정신 건강 의하다 왜곡 좌절 회상 거울 배우 겪다 가족 상실 흔들리다 전구 병원 억압 편견 상처 혼란 기존 주인공 가스 중독 증상 가운데 사람 두통 결단 내리다 사다 직장 창문 위험
상상병_환자,14,0.964,58.66,77.95,대하 불안 분노 드러내다 약값 부재 무력감 치료 과정 의문 주인공 약사 관계 고립감 느끼다 문제 건강 갈등 확산 요청 반응 긍정 받아들이다 결혼 결정 공식 사랑 대하다 의심 진심 젊다 애인 여성 아버지 승낙 신뢰 기대 가족 사회 기대다 교차 복잡 의사 지키다 노인 집안 인척 강제 반대 맺다 간호 강압 요구 보호 세력 협박 고통 신체 주변 사람 겪다 심리 극심 심화 원인 상대방 깊다 위기의식 타인 무례 행동 장난 유언 재산 아내 돌아가다 개입 채권자 활용 가로채다 음모 발생 편법 제안 해결책 친구 상속인 지정
자살에_관하여_이강백,6,0.917,59.54,77.87,남편 고추 먹다 육아 상담 경험 과거 자살 시도 여성 깊다 라디오 문제 없다 전화 통화 동안 기다리다 갈등 상처 욕망 태도 감정 이해 강조 사회 이슈 부상 개인 고통 차이 인식 농담 섞이다 반응 프로그램 인기 옹호 슬픔 충동 표현 방송 비판 심화 긴장 근본 가족 사고 과정 냉정 포함 문제점 녹음 검토 청취자 많다 집착 걸리다 반복 본연 목적 집중 변화 위기 낯설다 생명 구하다 주장 동생 사랑 대하 극약 처방 중계 아이디어
진짜사랑거짓사랑_톰스토파드,9,0.944,58.98,77.87,사이 상투 관계 경매 대하다 의심 신뢰 문제 스위스 여행 사업 여권 카드 피라미드 떠나다 미술품 무대 덮다 장면 과거 음악 찾아내다 고르다 상대방 기억 인생 전환점 긴장 좌절 선택 부정 빈정거리다 오가다 긴장감 일부 갈등 해소 최근 공연 실패 발생 샐러드 모임 참석 계획 취향 차이 부족 느끼다 요리사 고용 제안 준비 과정 요리 독창 구명 운동 위원회 만남 감정 비밀 미묘 복잡 드러나다 숨기다 사람 심리 미래 대하 불안 부상 기지 시위 죄책감 혼란 기차 해병 참여 중형 충돌 용기 이유 별장 근처
누가_버지니아_울프를_두려워하랴_에드워드_울비,20,0.97,58.44,77.84,부부 예기 상황 아내 당황 남편 부담 느끼다 삐치다 무심 태도 의견 차이 언쟁 갈등 대화 기력 활발 과거 반면 비난 외모 행동 나다 취향 지식 성숙 나이 교수 사회 파티 경험 심리 드러나다 긴장감 교류 어려움 분위기 극복 과정 네트워크 확장 회상 표현 유머 겪다 대학 관계 대하다 혼란 심화 좌절 열성 사이 딜레마 생각 감정 복잡 발생 희망 긴장 동기 위치 확인 남자 학문 형성 생물학 나누다 유전 인자 염색체 불구 입장 존중 비교 친근 유부녀 유혹 놀이 역사 대하 회의 운동
들통,2,0.75,62.84,77.84,태어나다 내면 갈등 희망 표현 아버지 정체 고민 부재 자유 선택 용기 진실 달다 가족 부정 비판 바라다 보다 인생 지적 방향 부패 무력 느끼다 깊다 충격 고문 대신 대화 교수형 처형 관리관 집행 사회 불의 압박 신념 의미 감시 관계 형성 한편
물고기들의_축제,13,0.946,58.91,77.83,드러나다 가족 죽음 슬픔 겪다 죽다 추락 사망 사건 소통 부재 발생 방식 어색 대화 빌딩 배경 부각 갈등 위험 노동 환경 감정 불안 장례식장 장례식 깊다 상처 중상 과거 현재 소외 어머니 임신 분노 절망 동생 흔적 느끼다 추억 긴장 가운데 아버지 복잡 무력감 성인 경제 혼란 준비 과정 장례 절차 소외감 이해 노력 도박 문제 날씨 노인 상점가 긴장감 감돌다 상점 주인 행동 수박 인물 얼굴 사람 표정 의식 나누다 들다 과일
꿈_먹고_물_마시고,17,0.959,58.64,77.82,대신 환경 적응 여성 연구실 취직 식품 회사 남성 커피 준비 머무르다 군대 취사병 경험 자연 형성 의심 일어나다 남자 떠돌이 생활 고단 과거 정체 여자 낯설다 현실 위안 행복 고통 어렵다 의미 살다 사생활 관계 균형 어려움 암시 가정부 역할 확인 일상 대화 보수 병원장 사랑 기반 희생 교통사고 잘못 여인 사이 갈등 환상 장면 전환 결혼 상징 긴장감 감돌다 분실 문제 신뢰 드러내다 늦다 도착 공장 충돌 용서 심각 무너지다 긴장 발생 사라지다 출처 변화 양심 민주주의 시대 사람 화장실 시간 흐르다 인력 조사
남편을_죽이는_서른_가지_방법,5,0.88,60.22,77.82,아내 심리 위기 억압 분노 사이 소통 심화 쌓이다 부부 가정 생활 비판 바라다 보다 관계 폭발 갈등 겪다 폭력 상상 현실 경계 태도 혼란 외출 의심 남편 통제 냉랭 절망 긴장감 불안 부재 저녁 식사 전화 통화 죄책감 시달리다 이혼 조언 뺑소니 과거 상처 잊다 사망 여자 해방감 여성 의사 상담 극단 선택 고민 사고 목소리 인식 살해 동기 감정 드러내다 경찰 떠올리다 형사 자백 내면 외로움 깊다 살인 충동 진실 거짓말 시절 결혼 집착 감시 발견 과학 수사 대하다 아파트 주차장
등신과_머저리,9,0.933,59.14,77.81,살인범 살해 사건 경찰 기록 범인 교도소 누락 수사 체포 수사관 모순 발견 진급 늦다 인간 범행 동기 경력 수감자 바퀴벌레 인식 감옥 생활 냄새 공유 아내 연대감 형성 사회 피해 의식 가족 고통 취직 재혼 고민 부부 관계 현실 과거 사랑 상처 갈등 두려움 시달리다 편견 피해자 대화 교차 신혼여행 열차 녹음 테이프 도망 강제 발생 신분증 은행 검은색 승용차 급정거 들다 도덕 타락 찾다 납치 숨기다 무기 긴장 총격전 증인 진술 미스터리 가운데 등장인물 차량 수배 시체
달라진저승,7,0.914,59.53,77.81,가난 고통 절망 굶주림 병마 폭력 생존 재산 잃다 경제 부유 태우다 가족 관청 억울 가운데 부자 울음소리 평등 드러나다 세금 문제 과정 지역 사회 이해 연극 자체 회의감 토로 사랑 희생 의미 배우 대본 태도 비판 책임 사자 강압 상징 표현 장면 설교 하느님 형제 소녀 저항 갈등 수용자 반발 규율 내세우다 인정 신뢰 회복 합리 협조 요청 공연 재개 설치 식사 자유 보장 창문 혼란 사이 발생 역할 배분 붕괴 일방 삭제 결정 과거 제도 도입 변화 위태 연출가 사과 예술 본질 포기 시도 관객 촛불 나누다 무대 상황 심화 조명 영원 가치 주장 물리
소-유치진,6,0.917,59.42,77.76,가족 갈등 농부 확산 공동체 분열 심화 심각 주민 사이 마을 사회 변화 이웃 농사 방식 고집 농사일 대하다 아버지 전통 차이 드러나다 세대 가치관 치르다 바쁘다 말똥 반항 불화 책임감 점검 국서 갑작 병증 수확 타작 농가 경제 어려움 빼앗기다 위기 사람 귀신 정신 문제 해결 절박 유자나무 여성 고통 조롱 압박 상황 복잡 분노 스트레스 절망 빠지다 감정 강압 교섭 이해 판단 주인공 시달리다 계약 결심 건강 미래 농민 시행 독촉 수확량 직면 농지 곡식 많다 희망 거래 부지런 자식 제도 현실
테네시_윌리엄즈_여름과_연기,15,0.96,58.54,77.74,소녀 감기 얼굴 남자 아이 장난 공원 분수 우정 이상 미묘 형성 사람 천사 감정 긴장 설명 손수건 호기심 교차 아버지 실망 엄격 가족 영혼 영원 갈등 주인공 고통 두려움 불안 시달리다 믿음 현실 냉소 신경 증세 숨기다 공연장 사회 기대 무대 교류 미생물학 연구자 연구 대하 대화 존경 가운데 열병 비판 조롱 책임 치료 주변 걱정 관련 증상 사랑 긴장감 모자 분실 부인 알다 고백 과거 전화 통화 발생 한편 나타내다 와인 모임 준비 학생 정체 변화 충돌 참석자 의견 깊다 분노 태도 부정 평가 사이 밀러 낭독 예술 알마
아름다운사인,3,0.933,58.99,77.66,조사 사망 원인 사고 경위 과정 엽총 자살 파악 집중 고층 건물 차량 추락 다양 가족 나이 국적 세부 정보 공유 여성 사건 청소년 배경 사망자 연속 폭력 지목 죽다 겪다 고통 죽음 방식 스트레스 학교 복잡 감정 의미 후회 의문 사회 인간 관계 절망 시체 두려움 달다 무게 소박 깊다 성찰 나누다 행복 무너지다 갈등 부각 음악 현실 인식
다리에서_바라본_풍경,12,0.958,58.49,77.65,무대 인물 침실 이러다 구성 설계 관객 상상력 사무실 공간 최소한 가구 이동 시각 융통 확보 변화 갈등 효과 부엌 노동자 일상 역사 고난 처신 문제 평범 변호사 가족 여성 행동 경제 부담 조상 비극 보호 의무 긴장 청년 태도 사회 책임 신중 취업 성숙 대하다 불안감 독립 결정 요구 고조 신뢰 식사 자리 미래 이민자 갚다 일자리 구하다 이민국 감시 협박 어려움 노동 소득 사촌 안정 상환 기차 총격 사건 일정 생활 힘들다 수입 벌다 이야기 나누다 희망 고향 자동차 음악 없다
몰리에르-수전노,10,0.95,58.61,77.61,태도 설득 시도 사랑 신뢰 확인 아버지 냉정 사회 시선 가족 관계 불안 갈등 떠올리다 정당 여자 과거 위험 경제 어려움 고백 떠나다 도둑 의심 감시 스파이 욕심 비판 훔치다 주장 상대방 인색 억울 호소 결혼 거부 극단 두려움 시달리다 숨다 재산 대하다 상대 오해 신중 중년 남성 자녀 노름 여성 긍정 평가 부유 지참금 파혼 권위 젊음 가문 명예 감정 의견 무시 예언자 통찰 위하다 계획 이익 추구 수락 탐욕 격화 숨기다 해결책 경쟁자 주인공 분노 이자 복잡
우리는_나발을_불었다,9,0.933,58.93,77.6,판매 품목 바꾸다 시도 가짜 밀수 반응 인하 어려움 처음 활기차다 자부심 위하다 추다 이동식 좌판 변덕 시간 지나다 둘러싸다 정치 음모 겪다 생계 처치 노파 조직 지령 저택 숨다 장사 환경 대하다 갈등 거부 형벌 과거 환기통 문제 마련 성공 신속 대응 요구 대응책 침입 금괴 탈취 실패 대비 구체 계획 긴장감 작전 통하다 가족 상처 극대 지하실 생존 방안 집안 암흑 세상 복잡 되다 외로움 두려움 긴장 심화 전기 무속 신앙 무산 긴급 구출 불안 환기 응급 의심 폐업 이어지다 위험 노조 간부 공사 준비 철거 파업
분장실,4,0.925,59.03,77.53,독백 표현 연기자 격화 분장실 긴장 여배우 상처 갈등 슬픔 악화 교체 가운데 사람 관계 고뇌 교차 공간 위태 깊다 고통 연기 경력 연극 경험 역할 주인공 살생 도둑 회상 과거 무대 세대 차이 인정 미묘 긴장감 용서 간청 맥베드 고독 동료 인생 존재 충돌 내면 변화 니나 한쪽 명성 희생 폭력 회복 준비 결국 현실 작품 오르다 다리 모색 조명 모습
피그말리온-조지_버나드_쇼,22,0.964,58.25,77.52,소녀 변화 실험 교수 동료 음성학 인물 관계 도움 사회 편견 갈등 정체 문제 복합 관찰 대상 배우 신분 상승 움직이다 택시 부족 많다 사람 차량 구하다 거리 나가다 선택 가족 불안 심화 폭우 쏟아지다 예약 차다 분노 상대방 내몰리다 여성 요구 일어나다 경찰 연관 의혹 실패 기력 존경 주장 교통 수단 찾다 발생 감탄 능력 일부 불편 스피치 비판 군중 호출 자리 떠나다 가난 냉담 빈민가 출신 고급 대하다 타다 자선 결심 무시 언어 교육
