title,description,keywords,semantic_density,emotion_score,entropy,cliche_score
나이트폴: 신의 기사단,전사 수도승들로 이루어진 중세의 가장 강력하고 부유하며 신비로운 군대였던 성전기사단의 은밀한 세계를 그린 드라마,"부유, 군대, 신비, 중세, 성전기사단, 수도승, 세계, 전사, 드라마",0.7179727,0.0,0.2270571177148983,46.48
경시청 아웃사이더,"전직 폭력단 담당 형사, 비밀을 간직한 에이스 형사 그리고 의욕 없는 신참 형사 트리오의 활약을 그린 형사 드라마","형사, 비밀, 트리오, 간직, 신참, 에이스, 없, 의욕, 담당, 활약",0.64776313,0.1999999996,0.1729125235749445,46.46
걸 건 레이디,플라모델을 만드는 것이 유일한 취미인 외톨이 여고생이 어느 날 잠에서 깨자 자신이 조립한 플라모델의 세계로 소환되며 펼쳐지는 이야기를 그린 드라마,"모델, 세계, 조립, 여고, 외톨이, 날, 자신, 잠, 소환, 취미",0.73034674,0.0,0.1729125235749445,46.41
밤이 되었습니다,종료가 불가능한 의문의 마피아 게임에 강제로 참여하게 된 유일고 2학년 3반의 하이틴 미스터리 스릴러,"반, 마피아, 게임, 학년, 고, 강제, 참여, 유일, 의문, 하이틴",0.73024523,0.0,0.1729125235749445,46.41
"강 건너의 가사 ~이것이, 내가 사는 길!~",육아와 가사에 분투하는 전업주부와 가사라는 끝없는 일로 힘들어하는 이들의 인생을 응원하는 드라마,"가사, 힘들, 일, 끝없, 전업, 주부, 인생, 분투, 응원, 드라마",0.7301299,0.0,0.1729125235749445,46.4
비록 너를 잊더라도,꿈을 잃고 생활고에 빠져버린 음악교실 피아노 강사 여성과 기억을 잃어버리는 해리성 건망증이라는 장애를 안고도 키친카를 운영하며 열심히 사는 청년의 사랑 이야기를 그린 휴먼 러브 스토리,"교실, 이야기, 피아노, 사랑, 강사, 청년, 여성, 운영, 기억, 카",0.6465345,0.1999999996,0.1729125235749445,46.39
바니와 오빠들(드라마),"흑역사로 남아버린 첫 연애 이후, 갑자기 다가온 매력적인 남자들과 엮이게 된 바니의 남친 찾기 로맨스 드라마","매력, 바니, 남자, 이후, 남친, 연애, 로맨스, 흑역사, 드라마",0.71610916,0.0,0.2270571177148983,46.37
마이 로맨틱 썸 레시피,모태솔로이자 연애고자인 여대생이 우연히 집에 가져온 입간판에서 튀어나온 아이돌 스타와 썸 만들기 작전에 돌입한다!,"고자, 스타, 여대, 아이돌, 집, 입간판, 썸, 연애, 작전, 솔로",0.72952276,0.0,0.1729125235749445,46.37
만푸쿠,전쟁으로부터 고도 경제 성장 시대에 걸쳐 격동의 시대를 밝고 헌신적으로 살아온 주인공과 활력 넘치는 사업가 남편의 파란만장한 이야기,"시대, 사업가, 활력, 성장, 주인공, 헌신, 격동, 밝, 남편, 경제",0.72932094,0.0,0.1729125235749445,46.35
더 서펀트,"1970년대, 냉혹한 살인자 찰스 소브라즈가 사냥을 시작한다. 그의 먹잇감은 남아시아를 여행하는 히피들. 누가 그의 범죄를 멈출 것인가. 충격적인 실화에 기반한 시리즈","충격, 사냥, 시작, 범죄, 히피, 먹잇감, 남아시아, 여행, 소브라즈, 실화",0.56261986,0.3999999992,0.1729125235749445,46.35
유부녀의 탄생,"결혼을 결심한 싱글을 위한 현실적인 결혼 준비 과정을 담은 일명, '결혼 준비학 개론서'","결혼, 준비, 현실, 일명, 과정, 싱글, 학, 결심, 개론서",0.71558183,0.0,0.2270571177148983,46.34
로크 앤 키(드라마),"끔찍한 아버지의 죽음을 뒤로하고, 새집으로 이사한 가족. 아버지 가문의 저택에서 기이한 열쇠를 발견한다. 강력한 힘과 비밀을 간직한 열쇠는 이들을 어디로 데려갈까.","아버지, 열쇠, 가족, 발견, 이사, 힘, 가문, 저택, 집, 비밀",0.6456959,0.1999999996,0.1729125235749445,46.34
식샤를 합시다 3,식샤님 더 비긴즈! 서른넷. 슬럼프에 빠진 구대영이 식샤님의 시작을 함께했던 이지우와 재회하면서 스무 살 그 시절의 음식과 추억을 공유하며 상처를 극복하는 이야기,"슬럼프, 공유, 추억, 구대영, 식샤, 음식, 시작, 시절, 이지우, 재회",0.7289973,0.0,0.1729125235749445,46.33
인시큐어(드라마),흑인 여성에 대한 편견을 이야기하는 코미디 드라마,"편견, 이야기, 여성, 코미디, 흑인, 드라마",0.6633512,0.0,0.4354249642966395,46.33
붉은 달(드라마),사도세자의 이야기를 역사적 사실에 기반을 둠과 동시에 상상력을 덧붙여 사극 공포물로 재탄생 시킨 드라마,"역사, 사극, 사실, 상상력, 기반, 동시, 공포물, 이야기, 탄생, 세자",0.7285723,0.0,0.1729125235749445,46.31
"선배, 그 립스틱 바르지 마요(드라마)",나도 모르게 시작된 하나의 로맨스,"시작, 로맨스",0.52153486,0.0,0.9999999994861016,46.29
웨스트월드(드라마),미래 가상현실 테마파크에서 인간들의 노리개로 쓰이던 로봇들이 반란을 일으킨다는 이야기,"테마파크, 노리개, 인간, 현실, 로봇, 가상, 반란, 미래, 이야기",0.71469235,0.0,0.2270571177148983,46.29
B현실 남매,"매일 다투던 친오빠와 영혼이 바뀐다면?! 현실 남매의 비현실 생존기, B현실 남매","현실, 남매, 생존, 영혼, 오빠",0.6389585,0.0,0.529119710127072,46.27
부암동 복수자들,"재벌가의 딸, 재래시장 생선장수, 그리고 대학교수 부인까지 살면서 전혀 부딪힐 일 없는 이들이 계층을 넘어 가성비 좋은 복수를 펼치는 현실 응징극","생선, 복수, 좋, 장수, 대학교수, 가성비, 부인, 계층, 일, 없",0.6444447,0.1999999996,0.1729125235749445,46.26
세상 잘 사는 지은씨,지극히 평범하기에 아주 잘살고 있는 ‘요즘 애들’인 지은. 그녀를 통해 보는 20대의 ‘아주 평범한’ 리얼 공감 드라마,"지은, 리얼, 애, 공감, 요즘, 드라마",0.66131264,0.0,0.4354249642966395,46.21
세상 잘 사는 지은씨2,지극히 평범하기에 아주 잘살고 있는 ‘요즘 애들’인 지은. 그녀를 통해 보는 20대의 ‘아주 평범한’ 리얼 공감 드라마,"지은, 리얼, 애, 공감, 요즘, 드라마",0.66131264,0.0,0.4354249642966395,46.21
그 얼굴로 누굴 좋아한다구요?,"낄 자리와 빠질 자리를 알고, 넘볼 수 있는 것과 그렇지 않은 것을 구별할 줄 아는 남자 노을. 어느 날부터 미모의 두 여자에게 분에 넘치는 관심을 받는다!","미모, 날, 노을, 남자, 구별, 여자, 있, 자리, 분, 관심",0.7269374,0.0,0.1729125235749445,46.21
눈이 부시게,"주어진 시간을 다 써보지도 못하고 잃어버린 여자와 누구보다 찬란한 순간을 스스로 내던지고 무기력한 삶을 사는 남자, 같은 시간 속에 있지만 서로 다른 시간을 살아가는 두 남녀의 시간 이탈 로맨스","시간, 남녀, 기력, 삶, 남자, 같, 속, 다르, 순간, 이탈",0.726901,0.0,0.1729125235749445,46.21
멱살 한번 잡힙시다,나쁜 놈들 멱살 잡는 기자 서정원과 나쁜 놈들 수갑 채우는 강력팀 형사 김태헌이 연이어 터진 살인사건을 함께 추적하며 거대한 소용돌이에 빠지는 멜로 추적 스릴러,"추적, 나쁘, 소용돌이, 서정원, 수갑, 거대, 형사, 김, 태, 강력",0.72679037,0.0,0.1729125235749445,46.2
보물섬(드라마),2조원의 정치 비자금을 해킹한 서동주가 자신을 죽인 절대 악과 그 세계를 무너뜨리기 위해 모든 것을 걸고 싸우는 인생 풀베팅 복수전,"풀, 서동, 주, 인생, 세계, 자신, 절대, 악, 해킹, 베팅",0.7267831,0.0,0.1729125235749445,46.2
용팔이(드라마),'장소불문 · 환자불문' 고액의 돈만 준다면 조폭도 마다하지 않는 실력 최고의 돌팔이 외과의사 '용팔이'가 병원에 잠들어 있는 재벌 상속녀 '잠자는 숲속의 마녀'를 만나며 벌어지는 이야기를 그리는 스펙터클 멜로드라마,"불문, 이야기, 마녀, 속, 숲, 상속녀, 재벌, 고액, 돈, 병원",0.72634023,0.0,0.1729125235749445,46.17
데릴남편 오작두,"극한의 현실을 사는 30대 중반 직장여성이 오로지 결혼한 여자, 즉 유부녀라는 소셜 포지션을 쟁취하려 데릴 남편을 구하면서 시작되는 역주행 로맨스 드라마","직장, 시작, 남편, 여성, 결혼, 쟁취, 여자, 포지션, 유부녀, 소셜",0.72575253,0.0,0.1729125235749445,46.14
더 모닝 쇼,에미상 수상작. 아침 TV 뉴스쇼 무대 뒤에서 펼쳐지는 이야기를 적나라하게 보여준다.,"아침, 쇼, 뉴스, 수상작, 무대, 상, 뒤, 에미, 이야기",0.7120654,0.0,0.2270571177148983,46.13
기리/하지,죽은 줄 알았던 동생(야쿠자)을 형(경찰)이 찾으러 런던에 가면서 벌어지는 일련의 일들을 그린 드라마,"경찰, 런던, 형, 일련, 야쿠자, 일, 동생, 드라마",0.69624996,0.0,0.287585624326253,46.09
앵그리맘,한때 '날라리'였던 젊은 엄마가 다시 고등학생이 돼 한국 교육의 문제점을 정면으로 마주하면서 헤쳐나가는 통쾌활극,"문제점, 엄마, 교육, 고등학생, 한국, 정면, 젊, 통쾌, 날라리, 한때",0.72439224,0.0,0.1729125235749445,46.06
닥터탐정,산업현장의 사회 부조리를 통쾌하게 해결하는 닥터탐정들의 활약을 담은 신종 메디컬 수사물!,"신종, 조리, 활약, 해결, 닥터 탐정, 메디컬, 사회, 수사, 현장, 산업",0.7365125,0.0,0.1239327803995606,46.05
네버 해브 아이 에버,"최고로 힘든 한 해를 보냈다. 이제 보상을 좀 받아야겠지? 인도계 미국인 소녀 데비의 반란. 올해는 학교에서 제일 불우한 애에서, 부러운 애로 신분 상승할 테다! 응?","보상, 애, 불우, 인도, 미국인, 학교, 소녀, 올해, 데비, 반란",0.72383976,0.0,0.1729125235749445,46.02
내성적인 보스,베일에 싸인 유령으로 불리는 극도로 내성적인 보스 은환기와 초강력 친화력의 신입사원 채로운이 펼치는 소통로맨스!,"채, 내성, 보스, 신입사원, 친화력, 은, 환기, 강력, 극도, 운",0.7234488,0.0,0.1729125235749445,46.0
굿캐스팅,현장에서 밀려나 근근이 책상을 지키던 여성 국정원 요원들이 우연히 현장으로 차출되며 벌어지는 액션 코미디 드라마,"현장, 차출, 요원, 국정원, 액션, 여성, 코미디, 책상, 드라마",0.709857,0.0,0.2270571177148983,46.0
달리는 조사관,"평범한 인권증진위원회 조사관들이 그 누구도 도와주지 못했던 억울한 사연을 가진 사람들을 위해 싸워나가는, 사람 공감 통쾌극","사람, 조사관, 사연, 위원회, 공감, 증진, 통쾌, 인권, 극",0.70984375,0.0,0.2270571177148983,46.0
나쁜 녀석들: 악의 도시,악을 악으로 응징하는 나쁜 녀석들이 부패한 권력 집단에게 통쾌한 한 방을 날리는 액션 느와르 드라마,"통쾌, 집단, 권력, 부패, 나쁘, 액션, 응징, 악, 느와르, 드라마",0.7230765,0.0,0.1729125235749445,45.98
꽃가족,츄리닝의 이상신/국중록이 다시 뭉쳤다. 얼굴에서 후광이 비치는 우월한 외모! 그들의 모든 것을 파헤친다!,"국, 얼굴, 록, 신, 후광, 이상, 우월, 츄리닝, 외모",0.70911056,0.0,0.2270571177148983,45.95
김씨네 편의점,캐나다 토론토를 배경으로 한국 이민 가족이 작은 편의점을 운영하며 겪는 다양한 경험과 진솔한 이야기를 재미있게 풀어낸 시트콤 드라마,"한국, 이야기, 진솔하, 이민, 가족, 경험, 작, 다양, 편의점, 운영",0.7225933,0.0,0.1729125235749445,45.95
멘탈코치 제갈길,"멘탈코치가 되어 돌아온 국가대표 또라이가 선수들을 치유하며, 불의에 맞서 싸우는 멘탈케어 스포츠 활극","멘탈, 불의, 또라이, 대표, 치유, 선수, 케어, 국가, 스포츠, 코치",0.7223284,0.0,0.1729125235749445,45.93
"그 고집, 내게도 주세요!!",음식이나 생활 양식 등 당사자 밖에 이해하지 못하는 고집을 지니고 있는 사람을 소개하는 독특한 형식의 드라마,"소개, 당사자, 사람, 이해, 고집, 독특, 양식, 형식, 생활, 음식",0.7221436,0.0,0.1729125235749445,45.92
아이언 레이디,"낮에는 평범한 직장인, 밤에는 파이터 '아이언레이디'로 변신하는 그녀, 고알리의 평범하지 않은 이중생활!","파이터, 변신, 아이언, 레이디, 밤, 알리, 직장인, 이중, 낮, 생활",0.721868,0.0,0.1729125235749445,45.91
가우스전자(드라마),다국적 문어발 기업 가우스전자 내 대기발령소 ‘마케팅3부’를 배경으로 펼쳐지는 조금 별난 사람들의 웃음과 공감의 직장인 이야기,"기업, 웃음, 가우스, 사람, 전자, 별나, 대기, 배경, 발령, 마케팅",0.7211251,0.0,0.1729125235749445,45.86
별별 며느리,만났다 하면 으르렁거리는 천적 쌍둥이 자매가 원수 집안의 며느리 대 며느리로 재회하면서 벌어지는 '별별' 자매의 빡세고 피 터지는 '별난' 앙숙 라이프를 유쾌하게 그려낸 가족 드라마,"자매, 며느리, 앙숙, 별나, 피, 빡세, 원수, 집안, 재회, 라이프",0.720898,0.0,0.1729125235749445,45.85
나우 앤 덴,"쉘비 마을 출신 중 가장 영리하고 출세한 네 명의 여자들에게 지울 수 없는 인상을 남긴 과거의 기억은 1970년의 한여름이 될 것이다. 총각 귀신이 나온다는 으시시한 공동 묘지, 엘비스 프레슬리의 록큰롤, 고무풍선으로 만든 가짜 젖가슴, 사내애들 골려주기. 12살 시절의 그녀들은 처음으로 동네 남자들의 나체를 목격했던 해이자, 부모들의 이혼, 미스터리한 25년전의 살인 사건 파문 등으로 더없이 짜릿했던 그녀들만의 비밀스런 세계가 금이 간 해이며, 성인이 된 지금까지도 변치않는 '영원한 우정'을 맹세한 해이기도 하다. 쉘비 마을에 살고 있는 요정같은 말괄량이 소녀 넷. 이들은 뗄래야 뗄수없는 사이로 남자애들 조차 접근을 두려워하는 튼튼한 우정을 자랑한다. 그러나 이렇게 잘 지내던 그들에게도 조금씩 문제가 생기기 시작하는데. 남자만 보면 두드러기가 났던 로버타(Young Roberta: 크리스티나 리치 분)가 핸섬한 남자애 앞에선 기를 못펴고 침착하고 얌전했던 사만다(Young Samantha: 게비 호프만 분)가 아빠의 가출로 고민하고 육체파 배우가 꿈인 티니(Young Tina: 도라 버치 분)의 가슴은 더이상 커지지 않게 되고, 순진하다 못해 멍청한 크리씨(Young Chrissy: 애슐리 오스틴 무어 분)는 엄마의 성교육을 엉뚱한 방향으로 받아들이게 된다. 이제 어엿한 어른으로 성장한 그들이 다시 만났다. 힘쎈 뚱보 크리씨(Chrissy: 리타 윌슨 분)는 출산을 앞둔 주부로, 커져만 가는 젖가슴을 주체할 수 없는 로버타(Roberta: 로지 오도넬 분)는 마을 조산원의 산파로, 출세를 위해 마을을 떠났던 사만다(Samantha: 데미 무어 분)는 작가로, 마릴린 먼로의 흉내를 잘 내던 티니(Tina: 멜라니 그리피스 분)는 연예계의 각광받는 글래머 스타가 되었다. 그들이 성인이 된 바로 지금, 각기 다른 모습으로 해후한 네명의 여자는 다시 한번 짜릿했던 그 시절로 돌아갈 수 없음을 아쉬워 한다.","분, 남자, 마을, 없, 해, 티니, 성인, 젖가슴, 우정, 애",0.72085625,0.0,0.1729125235749445,45.85
여우각시별,비밀을 가진 의문의 신입과 애틋한 사연을 가진 사고뭉치 1년 차가 인천공항 내 사람들과 부딪히면서 서로의 결핍과 상처를 보듬는 휴먼멜로,"사연, 결핍, 사고뭉치, 서로, 인천공항, 사람, 상처, 신입, 휴먼, 의문",0.720838,0.0,0.1729125235749445,45.84
사조영웅전 2024,"중국 무협소설의 거장, 김용 작가의 '사조삼부곡' 중 첫 번째 이야기 <사조영웅전>. 드넓은 중원과 사막을 배경으로 펼쳐지는 영웅들의 모험과 혈투, 그 위대한 무협 세계가 시작된다. 주인공 곽정의 성장과 운명의 여인 황용과의 사랑(철혈단심), 천하오절 다섯 무림 고수들의 파란만장한 일대기(동사서독, 남제북개), 무공 비급을 둘러싼 영웅들의 대결(구음진경, 화산논검)","영웅, 무협, 진경, 구음, 거장, 대결, 작가, 김용, 사조삼부곡, 심",0.72046095,0.0,0.1729125235749445,45.82
To. Jenny,"할 줄 아는 건 노래밖에 없는 모태솔로가 10년 전 짝사랑을 만났다. 눈 한번 마주쳐본 적 없는 그녀의 마음을 얻기 위해, 가슴 절절한 음악을 만들어가는 찌질이의 애틋한 러브스토리","없, 음악, 가슴, 마음, 솔로, 짝사랑, 눈, 전, 찌질, 모태",0.63682723,0.1999999996,0.1729125235749445,45.8
메시아(드라마),[U+ 독점] 엔릭은 자신의 과거와 비극을 반복하지 않기 위해 TV에서 비웃음 당한 '스텔라 마리스' 밴드를 구하려 한다.,"자신, 반복, 과거, 비극, 릭, 비웃음, 엔, 스텔라 마리스, 독점, 밴드",0.6564899,0.1818181814545454,0.1239327803995606,45.79
사키(드라마),"계속 마작을 하다 보면 다시 만날 수 있다는 선생님의 말씀을 기억하며, 어린 시절 친구와 전국대회에서 다시 만나기 위해 마작부를 재건하여 마작 전국대회를 목표로 하는 아치가 여학교 학생들의 이야기","마작, 대회, 전국, 아치, 기억, 목표, 말씀, 어리, 시절, 친구",0.7196873,0.0,0.1729125235749445,45.77
구경이,게임도 수사도 렉 걸리면 못 참는 방구석 의심러 구경이의 하드보일드 코믹 추적극,"방구석, 하드보일드, 의심러, 구경, 렉, 코믹, 수사, 추적, 게임, 극",0.7191521,0.0,0.1729125235749445,45.74
30 Rock,방송국에서 일어나는 다양한 사건을 다룬 시트콤,"방송국, 다양, 사건, 시트콤",0.60132986,0.0,0.6437928113922791,45.74
비질란테(드라마),"낮에는 법을 수호하는 모범 경찰대생이지만, 밤이면 법망을 피한 범죄자들을 직접 심판하는 ‘비질란테’로 살아가는 김지용과 그를 둘러싸고 각기 다른 목적을 가진 사람들의 이야기를 그린 액션 스릴러","모범, 사람, 목적, 경찰대, 밤, 김지용, 법망, 비질란테, 범죄자, 심판",0.63561815,0.1999999996,0.1729125235749445,45.73
세상이 잠든 사이,불면증이란 공감대를 가진 절친 리사와 대니는 밤이 깊도록 서로 소통하며 돈독해지는 관계 속에서 아주 이상하고 놀라운 세상으로 자기들만의 길을 찾아 떠난다.,"리사, 속, 대니, 관계, 밤, 소통, 깊, 이상, 절친, 공감대",0.71878487,0.0,0.1729125235749445,45.72
도망치는 건 부끄럽지만 도움이 된다(드라마),"직업도 애인도 없는 여자와 연애 경험이 전무한 독신 샐러리맨이 '고용 관계'라는 명목하에 계약 결혼을 하고, 가사 노동의 대가로 월급을 지급하는 비즈니스적인 관계 속에서 미묘한 감정으로 발전해가는 모습을 그린 드라마","관계, 여자, 연애, 감정, 경험, 속, 전무, 독신, 샐러리맨, 비즈니스",0.71875477,0.0,0.1729125235749445,45.72
경이로운 소문2: 카운터 펀치,새로운 능력과 신입 멤버 영입으로 더 강해진 악귀 사냥꾼 ‘카운터’들이 더 악해진 지상의 악귀들을 물리치는 통쾌하고 땀내 나는 악귀 타파 히어로물,"악귀, 영입, 강하, 땀내, 사냥, 통쾌, 지상, 카운터, 악, 멤버",0.7182571,0.0,0.1729125235749445,45.69
쌉니다 천리마마트(드라마),"DM그룹의 공식 유배지, 재래 상권에도 밀리는 저품격 무사태평 천리마마트를 기사회생시키려는 엘리트 점장과 마트를 말아먹으려는 휴먼 불도저 사장의 사생결단 코믹 뺨타지 드라마","마트, 재래, 사생결단, 상권, 사장, 품격, 불도저, 무사, 휴먼, 태평",0.7181936,0.0,0.1729125235749445,45.69
오모테산도 고교 합창부!,폐부 직전의 합창부를 전학생과 합창부원들이 함께 재건해 나가는 이야기,"합창, 부, 전학, 부원, 재건, 직전, 이야기, 폐부",0.6895013,0.0,0.287585624326253,45.68
낙유원,"손정의 반란으로 황제가 사망하고, 황실은 그 위세를 잃게 된다. 변방을 지키던 황손, 이억은 이 반란을 진압하는 중대한 임무를 맡게 된다. 한편, 대장군 최의는 손정을 처단하고 천하를 차지하려는 목표 아래, 외동딸 최림의 성별을 숨기고 그녀에게 출정을 명령한다. 이억과 최림은 첫 만남에서 서로를 적으로 오해하며 매번 만날 때마다 서로를 죽이려 하지만, 두 사람은 계속해서 예상치 못한 사건들에 휘말리게 되는데...","서로, 최림, 이억, 반란, 손정, 사람, 때, 오해, 처단, 천하",0.718056,0.0,0.1729125235749445,45.68
결혼해YOU,비혼주의 공무원 '정하나'가 결혼사기진작팀을 탈출하기 위해 섬 총각 '봉철희'를 결혼시키려 고군분투하는 비혼과 결혼 사이 커플 매칭 코믹 가족극,"결혼, 비혼, 매칭, 커플, 사이, 탈출, 섬, 총각, 정하나, 사기",0.71784705,0.0,0.1729125235749445,45.66
Dance No.15,"집에서는 상의 없이 새 가족을 데려온 아빠, 학교에서는 해체 위기에 처한 댄스 동아리. 과연 도이진은 무사히 열다섯을 보낼 수 있을까?","아빠, 동아리, 학교, 댄스, 해체, 위기, 도이, 가족, 진, 상의",0.71783847,0.0,0.1729125235749445,45.66
모래에도 꽃이 핀다,20년째 떡잎인 씨름 신동 김백두와 소싯적 골목대장 오유경이 다시 만나며 벌어지는 청춘 성장 로맨스,"김, 경, 백두, 오유, 소싯적, 골목대장, 청춘, 신동, 성장, 씨름",0.71760154,0.0,0.1729125235749445,45.65
너의 노래를 들려줘,살인사건이 있었던 '그날'의 기억을 전부 잃은 팀파니스트가 수상한 음치남을 만나 잃어버린 진실을 찾아가는 미스터리 로코,"기억, 남, 팀파니스트가, 음치, 그날, 진실, 사건, 미스터리, 살인, 로코",0.7175615,0.0,0.1729125235749445,45.65
귀신데렐라,18세부터 귀신이 보이기 시작하면서 방구석 외톨이 신세가 된 '핵아싸' 주인공 민아에게 이상한 남자 귀신이 찾아오면서 벌어지는 좌충우돌 귀신 로맨스를 그린 드라마,"귀신, 좌충우돌, 신세, 외톨이, 핵아싸, 주인공, 이상, 민아, 남자, 방구석",0.7169802,0.0,0.1729125235749445,45.61
겟 레디!,고액의 수가를 대가로 수단을 가리지 않고 환자의 생명을 구하는 정체불명의 암 의사팀의 활약을 그린 드라마,"수단, 의사, 환자, 암, 생명, 정체불명, 팀, 대가, 활약, 수가",0.7167989,0.0,0.1729125235749445,45.6
아우터뱅크스,한 10대 소년이 실종된 아버지와 사라진 황금 유물을 찾으러 친구들과 함께 위험한 여정에 나선다. 액션 가득한 어드벤처 드라마.,"여정, 황금, 위험, 유물, 친구, 액션, 아버지, 어드벤처, 실종, 소년",0.7167622,0.0,0.1729125235749445,45.6
세상에서 제일 예쁜 내 딸,전쟁 같은 하루 속에 애증의 관계가 돼버린 네 모녀의 이야기를 통해 이 시대를 힘겹게 살아내고 있는 모든 엄마와 딸들에게 위로를 전하는 드라마,"속, 엄마, 애증, 시대, 관계, 이야기, 모녀, 딸, 하루, 같",0.71666074,0.0,0.1729125235749445,45.59
뜻밖의 히어로즈,"학교 생활은 수치였던 고교생 3인방이 장기, 인체조직을 이식받은 뒤 생긴 초능력으로 의문의 사건을 해결하는 판타지 수사물","고교, 해결, 3인방, 사건, 장기, 의문, 인체, 능력, 조직, 뒤",0.7164852,0.0,0.1729125235749445,45.58
여왕의 꽃,야망으로 가득 찬 여자와 그가 버린 딸이 재회하게 되면서 벌어지는 일을 그린 드라마,"딸, 재회, 여자, 일, 야망, 드라마",0.65057,0.0,0.4354249642966395,45.57
복면검사,검사라는 신분으로도 해결할 수 없는 일을 주먹으로 해결하는 한 남자의 이야기,"해결, 없, 주먹, 일, 신분, 남자, 검사, 이야기",0.68744266,0.0,0.287585624326253,45.56
부잣집 아들,거액의 빚을 유산으로 상속받은 후 아버지의 명예를 위해 빚 갚기에 고군분투하는 부잣집 아들 '이광재'와 곁에서 적극적으로 그를 응원하는 씩씩한 여자 '김영하'의 이야기를 그린 드라마,"빚, 여자, 응원, 적극, 곁, 이광재, 상속, 아들, 부잣집, 아버지",0.71541417,0.0,0.1729125235749445,45.52
백년의 고독(드라마),"시간을 초월한 마콘도 마을. 7대에 걸쳐 이곳에서 살아가는 부엔디아 가문 사람들이 사랑과 망각, 그리고 벗어날 수 없는 과거와 운명 속을 헤쳐 나간다.","콘도, 없, 마을, 망각, 곳, 사랑, 부엔디아, 사람, 가문, 마",0.63196427,0.1999999996,0.1729125235749445,45.51
파워레인저 SPD,불타는 정의감으로 악당과 싸우는 5명의 형사들의 이야기,"정의감, 악당, 형사, 이야기",0.59756815,0.0,0.6437928113922791,45.51
운중가,"중국 인기 작가 '동화'의 소설 <운중가> 원작, 한무제의 후계자 '유불릉'과 소녀 '운가'의 이루어질 수 없는 사랑을 그린 드라마","동화, 가, 소설, 운, 운중가, 소녀, 릉, 원작, 무제, 불",0.7151394,0.0,0.1729125235749445,45.5
눈 떠보니 세명의 남자친구,"사고와 함께 찾아온 기억상실증, 그리고 눈앞에 나타난 세 명의 남자친구. 세 남자와의 트리플 로맨스 스토리. 눈 떠보니 세 명의 남자친구.","남자, 친구, 눈앞, 트리플, 로맨스, 스토리, 상실증, 눈, 기억, 사고",0.7150347,0.0,0.1729125235749445,45.5
삼식이 삼촌,'삼식이 삼촌'은 전쟁 중에도 하루 세끼를 반드시 먹인다는 삼식이 삼촌(송강호)과 모두가 잘 먹고 잘 사는 나라를 만들고자 했던 엘리트 청년 김산(변요한)이 혼돈의 시대 속 함께 꿈을 이루고자 하는 뜨거운 이야기.,"삼식이 삼촌, 시대, 혼돈, 변요한, 김산, 청년, 엘리트, 나라, 끼, 모두",0.72645223,0.0,0.1239327803995606,45.45
마술학교,"모태솔로 나라(진영), 천재마술사 제이(윤박), 미국 입양아 출신의 레지던트 준(닉쿤), 최연소 천체물리학 박사 이성(강윤제) 등 달라도 너무 다른 4인방이 각기 다른 이유로 마술학교를 찾아 예상치 못한 경험을 하게 되면서 벌어지는 이야기를 다룬 예측 불가 매직 드라마","다르, 진영, 예측, 천재, 이야기, 마술사, 경험, 제이, 윤박, 예상",0.7141621,0.0,0.1729125235749445,45.44
그녀로 말할 것 같으면,"살기 위해 인생을 걸고 페이스오프급 성형수술을 감행했지만, 수술 후유증으로 기억을 잃고 만 한 여자가 조각난 기억의 퍼즐들을 맞추며 펼쳐가는 달콤 살벌한 미스터리 멜로드라마","수술, 기억, 성형, 퍼즐, 감행, 여자, 후유증, 살벌, 급, 페이스 오프",0.7257823,0.0,0.1239327803995606,45.41
더쿠션,"뷰알못 병아리 연습생 유선호, 뷰티 멘토 정일훈 그리고 뷰티 크리에이터 레나가 뭉쳤다! 덕심충만 사심충족 리얼 코스메틱 론칭 프로젝트!","뷰티, 메, 코스, 리얼, 연습, 충족, 유선호, 사심, 충, 덕",0.71290416,0.0,0.1729125235749445,45.37
땀과 비누(드라마),"궁극의 냄새 페티쉬인 코타로와 땀 냄새가 강한 아사코와의 만남. ""냄새""에서 이어지는 궁극의 페티쉬 러브 코미디","냄새, 페티쉬, 궁극, 강하, 만남, 아사, 코, 땀, 코타, 러브",0.7129013,0.0,0.1729125235749445,45.37
범프 업 비즈니스,"‘범프 업 비즈니스’는 파워 당당 섹시 매력 중고 신인 ‘지훈’과 댕댕미 가득 수석 연습생 ‘이든’, 두 남자가 데뷔를 위한 목적으로 ‘비즈니스 게이 퍼포먼스’를 펼치며 벌어지는 좌충우돌 아슬아슬한 로맨스를 담은 드라마.","비즈니스, 퍼포먼스, 게이, 파워, 섹시, 목적, 중고, 매력, 데뷔, 신인",0.71288615,0.0,0.1729125235749445,45.37
아버님 제가 모실게요,4남매를 출가시키고 이제는 자신들의 인생을 살아보겠다던 부부에게 어느 날 4남매가 집으로 동시에 유턴하여 돌아오면서 벌어지는 이야기,"남매, 집, 날, 자신, 인생, 부부, 동시, 이제, 유턴, 출가",0.71286476,0.0,0.1729125235749445,45.37
아버님 제가 모실게요,4남매를 출가시키고 이제는 자신들의 인생을 살아보겠다던 부부에게 어느 날 4남매가 집으로 동시에 유턴하여 돌아오면서 벌어지는 이야기,"남매, 집, 날, 자신, 인생, 부부, 동시, 이제, 유턴, 출가",0.71286464,0.0,0.1729125235749445,45.37
